1e-07	 0.206341	 7.529	 -0.236919	 6.623	 0.00989837	 2.52873	 6.65	 3.608
2.01e-07	 0.208166	 7.624	 -0.221854	 6.594	 0.00973007	 2.52873	 6.628	 3.608
3.0301e-07	 0.20896	 7.695	 -0.196959	 6.567	 0.00963643	 2.52873	 6.603	 3.608
4.0604e-07	 0.209374	 7.753	 -0.175098	 6.544	 0.00957918	 2.52873	 6.582	 3.608
5.10101e-07	 0.209614	 7.803	 -0.156982	 6.523	 0.0095413	 2.52873	 6.562	 3.607
6.15202e-07	 0.209761	 7.846	 -0.143063	 6.504	 0.0095147	 2.52873	 6.545	 3.607
7.21354e-07	 0.209855	 7.885	 -0.131343	 6.487	 0.00949512	 2.52873	 6.529	 3.607
8.28567e-07	 0.209914	 7.92	 -0.121872	 6.472	 0.00948014	 2.52873	 6.515	 3.607
9.36853e-07	 0.209951	 7.953	 -0.113488	 6.457	 0.00946841	 2.52873	 6.501	 3.607
1.04622e-06	 0.209972	 7.984	 -0.106197	 6.444	 0.00945889	 2.52873	 6.489	 3.607
1.15668e-06	 0.209981	 8.012	 -0.100315	 6.431	 0.00945112	 2.52873	 6.477	 3.607
1.26825e-06	 0.209981	 8.039	 -0.0949123	 6.419	 0.0094446	 2.52873	 6.466	 3.606
1.38093e-06	 0.209972	 8.064	 -0.0903121	 6.408	 0.00943902	 2.52873	 6.455	 3.606
1.49474e-06	 0.209958	 8.089	 -0.085786	 6.397	 0.00943427	 2.52873	 6.445	 3.606
1.60969e-06	 0.209939	 8.112	 -0.0819589	 6.387	 0.00943008	 2.52873	 6.436	 3.606
1.72579e-06	 0.209917	 8.134	 -0.07847	 6.377	 0.00942643	 2.52873	 6.427	 3.606
1.84304e-06	 0.209893	 8.156	 -0.0750385	 6.368	 0.00942318	 2.52873	 6.418	 3.606
1.96147e-06	 0.20987	 8.178	 -0.0716907	 6.359	 0.00942029	 2.52873	 6.409	 3.605
2.08109e-06	 0.209849	 8.198	 -0.0689124	 6.35	 0.00941766	 2.52873	 6.401	 3.605
2.2019e-06	 0.20983	 8.219	 -0.0659871	 6.341	 0.00941531	 2.52873	 6.393	 3.605
2.32392e-06	 0.209815	 8.239	 -0.0633854	 6.333	 0.00941314	 2.52873	 6.385	 3.605
2.44716e-06	 0.209805	 8.259	 -0.0608898	 6.325	 0.00941117	 2.52873	 6.378	 3.605
2.57163e-06	 0.2098	 8.279	 -0.0585112	 6.317	 0.00940936	 2.52873	 6.371	 3.605
2.69735e-06	 0.2098	 8.298	 -0.0564355	 6.31	 0.00940771	 2.52873	 6.364	 3.604
2.82432e-06	 0.209806	 8.317	 -0.0544705	 6.302	 0.00940613	 2.52873	 6.357	 3.604
2.95256e-06	 0.209817	 8.336	 -0.0526189	 6.295	 0.00940469	 2.52873	 6.35	 3.604
3.08209e-06	 0.209833	 8.355	 -0.0508805	 6.288	 0.00940335	 2.52873	 6.343	 3.604
3.21291e-06	 0.209853	 8.373	 -0.0493994	 6.281	 0.00940208	 2.52873	 6.337	 3.604
