1e-07	 0.407959	 2.997	 -8.45847	 0.001	 0.01	 1.19197	 4.136	 5.864
2.01e-07	 0.405179	 2.994	 -8.36274	 0.001	 0.01	 1.19197	 4.136	 5.864
3.0301e-07	 0.402368	 2.992	 -8.14673	 0.001	 0.01	 1.19197	 4.136	 5.864
4.0604e-07	 0.399693	 2.99	 -7.91433	 0.001	 0.01	 1.19197	 4.136	 5.864
5.10101e-07	 0.397187	 2.989	 -7.68723	 0.001	 0.01	 1.19197	 4.136	 5.864
6.15202e-07	 0.394844	 2.987	 -7.48315	 0.001	 0.01	 1.19197	 4.136	 5.864
7.21354e-07	 0.392653	 2.986	 -7.29102	 0.001	 0.01	 1.19197	 4.136	 5.864
8.28567e-07	 0.390596	 2.985	 -7.1153	 7.895	 0.00999437	 1.19197	 4.136	 5.864
9.36853e-07	 0.388657	 2.984	 -6.95432	 7.909	 0.00995733	 1.19197	 4.136	 5.864
1.04622e-06	 0.386825	 2.983	 -6.80636	 7.921	 0.00992853	 1.19197	 4.136	 5.864
1.15668e-06	 0.385087	 2.982	 -6.66986	 7.933	 0.00990553	 1.19197	 4.136	 5.864
1.26825e-06	 0.383433	 2.981	 -6.54341	 7.944	 0.009887	 1.19197	 4.136	 5.864
1.38093e-06	 0.381855	 2.98	 -6.42584	 7.955	 0.00987164	 1.19197	 4.136	 5.864
1.49474e-06	 0.380345	 2.98	 -6.30922	 7.965	 0.00985884	 1.19197	 4.136	 5.864
1.60969e-06	 0.378898	 2.979	 -6.20661	 7.974	 0.00984806	 1.19197	 4.136	 5.864
1.72579e-06	 0.377507	 2.978	 -6.11022	 7.983	 0.00983885	 1.19197	 4.136	 6.117
1.84304e-06	 0.376167	 2.977	 -6.01941	 7.992	 0.00983068	 1.19197	 4.136	 6.113
1.96147e-06	 0.374875	 2.977	 -5.92688	 8.001	 0.0098239	 1.19197	 4.136	 6.107
2.08109e-06	 0.373627	 2.976	 -5.84581	 8.009	 0.00981769	 1.19197	 4.136	 6.101
