1e-07	 0.398891	 2.991	 -7.40313	 5.85	 0.00974553	 1.19197	 4.133	 5.904
2.01e-07	 0.389529	 2.985	 -6.7827	 8.548	 0.00965107	 1.19197	 4.13	 5.813
3.0301e-07	 0.381736	 2.98	 -6.28682	 8.655	 0.00959526	 1.19197	 4.127	 5.748
4.0604e-07	 0.375112	 2.976	 -5.88968	 8.743	 0.00955953	 1.19197	 4.123	 5.696
5.10101e-07	 0.369363	 2.972	 -5.56818	 8.819	 0.0095352	 1.19197	 4.12	 5.652
6.15202e-07	 0.364287	 2.969	 -5.29601	 8.886	 0.00951793	 1.19197	 4.116	 5.615
7.21354e-07	 0.35974	 2.967	 -5.05942	 5.523	 0.00950341	 1.19197	 4.113	 5.582
8.28567e-07	 0.35562	 2.964	 -4.8608	 5.492	 0.00948843	 1.19197	 4.109	 5.552
9.36853e-07	 0.351853	 2.962	 -4.68165	 5.464	 0.00947602	 1.19197	 4.103	 5.525
1.04622e-06	 0.348381	 2.96	 -4.52294	 5.439	 0.00946561	 1.19197	 4.091	 5.501
1.15668e-06	 0.34516	 2.958	 -4.38099	 5.415	 0.00945673	 1.19197	 4.072	 5.478
1.26825e-06	 0.342153	 2.957	 -4.24748	 5.393	 0.00944913	 1.19197	 4.058	 5.457
1.38093e-06	 0.339335	 2.955	 -4.13136	 5.372	 0.00944254	 1.19197	 4.053	 5.437
1.49474e-06	 0.336681	 2.953	 -4.02525	 5.353	 0.0094368	 1.19197	 4.052	 5.418
1.60969e-06	 0.334172	 2.952	 -3.92251	 5.334	 0.00943172	 1.19197	 4.055	 5.4
1.72579e-06	 0.331792	 2.95	 -3.83261	 5.316	 0.00942725	 1.19197	 3.837	 5.383
1.84304e-06	 0.329529	 2.949	 -3.74416	 5.3	 0.00942325	 1.19197	 3.834	 5.367
1.96147e-06	 0.32737	 2.947	 -3.66665	 5.284	 0.00941967	 1.19197	 3.834	 5.352
2.08109e-06	 0.325306	 2.946	 -3.58933	 5.268	 0.00941645	 1.19197	 3.835	 5.337
2.2019e-06	 0.323328	 2.945	 -3.5167	 5.254	 0.00941354	 1.19197	 3.837	 5.323
2.32392e-06	 0.321429	 2.944	 -3.4483	 5.239	 0.0094109	 1.19197	 3.84	 5.31
2.44716e-06	 0.319603	 2.942	 -3.38846	 5.226	 0.00940848	 1.19197	 3.843	 5.296
2.57163e-06	 0.317843	 2.941	 -3.32728	 5.212	 0.00940628	 1.19197	 3.847	 5.284
2.69735e-06	 0.316145	 2.94	 -3.26923	 5.2	 0.00940425	 1.19197	 3.85	 5.271
2.82432e-06	 0.314504	 2.939	 -3.21405	 5.187	 0.00940238	 1.19197	 3.854	 5.26
2.95256e-06	 0.312916	 2.938	 -3.16151	 5.175	 0.00940066	 1.19197	 3.858	 5.248
3.08209e-06	 0.311378	 2.937	 -3.11138	 5.163	 0.00939907	 1.19197	 3.861	 5.237
3.21291e-06	 0.309886	 2.936	 -3.06348	 5.152	 0.00939758	 1.19197	 3.865	 5.226
3.34504e-06	 0.308437	 2.935	 -3.01764	 5.141	 0.00939621	 1.19197	 3.869	 5.215
3.47849e-06	 0.307029	 2.934	 -2.9737	 5.13	 0.00939492	 1.19197	 3.873	 5.205
3.61327e-06	 0.305658	 2.933	 -2.93154	 5.119	 0.00939374	 1.19197	 3.877	 5.195
3.74941e-06	 0.304324	 2.932	 -2.89103	 5.109	 0.00939261	 1.19197	 3.881	 5.185
3.8869e-06	 0.303024	 2.931	 -2.85206	 5.099	 0.00939156	 1.19197	 3.885	 5.175
4.02577e-06	 0.301756	 2.93	 -2.81453	 10	 0.00928494	 1.19197	 3.889	 5.166
4.16603e-06	 0.300518	 2.929	 -2.77834	 10	 0.00916822	 1.19197	 3.893	 5.156
4.30769e-06	 0.299309	 2.928	 -2.74342	 10	 0.00905354	 1.19197	 3.897	 5.147
4.45076e-06	 0.298127	 2.927	 -2.70968	 10	 0.00894198	 1.19197	 3.901	 5.138
4.59527e-06	 0.296971	 2.926	 -2.67706	 10	 0.00883449	 1.19197	 3.905	 5.129
4.74123e-06	 0.29584	 2.925	 -2.64549	 10	 0.00873187	 1.19197	 3.909	 5.121
4.88864e-06	 0.294732	 2.925	 -2.61105	 10	 0.00863477	 1.19197	 3.913	 5.112
5.03752e-06	 0.293647	 2.924	 -2.58146	 10	 0.00854374	 1.19197	 3.916	 5.104
5.1879e-06	 0.292583	 2.923	 -2.55276	 10	 0.00845919	 1.19197	 3.92	 5.096
5.33978e-06	 0.29154	 2.922	 -2.52489	 10	 0.00838142	 1.19197	 3.924	 5.088
5.49318e-06	 0.290516	 2.921	 -2.49782	 10	 0.00831065	 1.19197	 3.928	 5.08
5.64811e-06	 0.289511	 2.92	 -2.47151	 10	 0.008247	 1.19197	 3.932	 5.072
5.80459e-06	 0.288524	 2.92	 -2.44227	 10	 0.00819053	 1.19197	 3.936	 5.064
5.96263e-06	 0.287554	 2.919	 -2.41741	 10	 0.00814123	 1.19197	 3.939	 5.056
6.12226e-06	 0.286601	 2.918	 -2.3932	 10	 0.00809904	 1.19197	 3.943	 5.049
6.28348e-06	 0.285664	 2.917	 -2.36961	 10	 0.00806386	 1.19197	 3.947	 5.042
6.44632e-06	 0.284742	 2.916	 -2.34661	 10	 0.00803556	 1.19197	 3.951	 5.034
6.61078e-06	 0.283835	 2.916	 -2.32069	 10	 0.00801397	 1.19197	 3.954	 5.027
6.77689e-06	 0.282942	 2.915	 -2.29884	 10	 0.00799892	 1.19197	 3.958	 5.02
6.94466e-06	 0.282063	 2.914	 -2.27751	 10	 0.00799021	 1.19197	 3.962	 5.013
7.1141e-06	 0.281197	 2.913	 -2.25667	 10	 0.00798762	 1.19197	 3.965	 5.006
7.28525e-06	 0.280344	 2.913	 -2.23294	 10	 0.00799094	 1.19197	 3.969	 4.999
7.4581e-06	 0.279503	 2.912	 -2.21307	 10	 0.00799995	 1.19197	 3.973	 4.992
7.63268e-06	 0.278674	 2.911	 -2.19364	 10	 0.00801441	 1.19197	 3.976	 4.985
7.80901e-06	 0.277857	 2.91	 -2.17462	 10	 0.00803412	 1.19197	 3.98	 4.979
7.9871e-06	 0.27705	 2.91	 -2.15275	 10	 0.00805885	 1.19197	 3.983	 4.972
8.16697e-06	 0.276255	 2.909	 -2.13456	 10	 0.00808837	 1.19197	 3.987	 4.966
8.34864e-06	 0.27547	 2.908	 -2.11675	 10	 0.00812247	 1.19197	 3.991	 4.959
8.53212e-06	 0.274695	 2.908	 -2.09609	 10	 0.00816095	 1.19197	 3.994	 4.953
8.71744e-06	 0.27393	 2.907	 -2.07901	 10	 0.00820359	 1.19197	 3.998	 4.946
8.90462e-06	 0.273174	 2.906	 -2.06227	 10	 0.0082502	 1.19197	 4.001	 4.94
9.09366e-06	 0.272428	 2.905	 -2.04585	 10	 0.00830059	 1.19197	 4.005	 4.934
